>>> Initializing clothing shape model...
>>> Star initialized.
training... 383600/500000: loss: 140.955
training... 383700/500000: loss: 130.487
training... 383800/500000: loss: 128.539
training... 383900/500000: loss: 127.696
training... 384000/500000: loss: 135.416
training... 384100/500000: loss: 120.918
training... 384200/500000: loss: 129.530
training... 384300/500000: loss: 123.162
training... 384400/500000: loss: 138.392
training... 384500/500000: loss: 136.444
training... 384600/500000: loss: 126.383
training... 384700/500000: loss: 129.403
training... 384800/500000: loss: 135.958
training... 384900/500000: loss: 131.369
training... 385000/500000: loss: 129.343
training... 385100/500000: loss: 136.057
training... 385200/500000: loss: 137.020
training... 385300/500000: loss: 136.025
training... 385400/500000: loss: 132.458
training... 385500/500000: loss: 138.410
training... 385600/500000: loss: 126.957
training... 385700/500000: loss: 125.133
training... 385800/500000: loss: 132.586
training... 385900/500000: loss: 136.162
training... 386000/500000: loss: 128.385
training... 386100/500000: loss: 136.270
training... 386200/500000: loss: 139.208
training... 386300/500000: loss: 136.180
training... 386400/500000: loss: 130.739
training... 386500/500000: loss: 127.104
training... 386600/500000: loss: 140.106
training... 386700/500000: loss: 138.105
training... 386800/500000: loss: 136.599
training... 386900/500000: loss: 136.634
training... 387000/500000: loss: 130.081
training... 387100/500000: loss: 124.777
training... 387200/500000: loss: 137.559
training... 387300/500000: loss: 133.572
training... 387400/500000: loss: 130.816
training... 387500/500000: loss: 143.334
training... 387600/500000: loss: 136.522
training... 387700/500000: loss: 130.477
training... 387800/500000: loss: 129.312
training... 387900/500000: loss: 120.573
training... 388000/500000: loss: 131.977
training... 388100/500000: loss: 132.592
training... 388200/500000: loss: 136.782
training... 388300/500000: loss: 136.805
training... 388400/500000: loss: 130.211
training... 388500/500000: loss: 138.684
training... 388600/500000: loss: 132.104
training... 388700/500000: loss: 125.273
training... 388800/500000: loss: 127.256
training... 388900/500000: loss: 131.521
training... 389000/500000: loss: 128.036
training... 389100/500000: loss: 124.450
training... 389200/500000: loss: 131.212
training... 389300/500000: loss: 130.693
training... 389400/500000: loss: 138.610
training... 389500/500000: loss: 126.129
training... 389600/500000: loss: 124.822
training... 389700/500000: loss: 135.199
training... 389800/500000: loss: 129.876
training... 389900/500000: loss: 130.665
training... 390000/500000: loss: 133.422
training... 390100/500000: loss: 132.458
training... 390200/500000: loss: 130.762
training... 390300/500000: loss: 134.664
training... 390400/500000: loss: 131.280
training... 390500/500000: loss: 130.297
training... 390600/500000: loss: 132.765
training... 390700/500000: loss: 139.986
training... 390800/500000: loss: 128.440
training... 390900/500000: loss: 133.109
training... 391000/500000: loss: 133.052
training... 391100/500000: loss: 135.292
training... 391200/500000: loss: 135.764
training... 391300/500000: loss: 123.485
training... 391400/500000: loss: 127.755
training... 391500/500000: loss: 128.341
training... 391600/500000: loss: 133.011
training... 391700/500000: loss: 129.625
training... 391800/500000: loss: 130.534
training... 391900/500000: loss: 129.893
training... 392000/500000: loss: 129.447
training... 392100/500000: loss: 135.339
training... 392200/500000: loss: 124.579
training... 392300/500000: loss: 130.192
training... 392400/500000: loss: 142.621
training... 392500/500000: loss: 136.933
training... 392600/500000: loss: 136.221
training... 392700/500000: loss: 131.033
training... 392800/500000: loss: 129.151
training... 392900/500000: loss: 128.612
training... 393000/500000: loss: 135.408
training... 393100/500000: loss: 128.368
training... 393200/500000: loss: 138.107
training... 393300/500000: loss: 126.485
training... 393400/500000: loss: 129.623
training... 393500/500000: loss: 128.697
training... 393600/500000: loss: 130.278
training... 393700/500000: loss: 139.118
training... 393800/500000: loss: 127.713
training... 393900/500000: loss: 125.916
training... 394000/500000: loss: 128.296
training... 394100/500000: loss: 132.862
training... 394200/500000: loss: 127.164
training... 394300/500000: loss: 130.293
training... 394400/500000: loss: 125.218
training... 394500/500000: loss: 119.903
training... 394600/500000: loss: 135.806
training... 394700/500000: loss: 133.542
training... 394800/500000: loss: 134.871
training... 394900/500000: loss: 132.481
training... 395000/500000: loss: 119.871
training... 395100/500000: loss: 130.685
training... 395200/500000: loss: 127.150
training... 395300/500000: loss: 131.456
training... 395400/500000: loss: 132.288
training... 395500/500000: loss: 119.334
training... 395600/500000: loss: 127.194
training... 395700/500000: loss: 128.413
training... 395800/500000: loss: 132.128
training... 395900/500000: loss: 129.117
training... 396000/500000: loss: 126.166
training... 396100/500000: loss: 123.300
training... 396200/500000: loss: 129.927
training... 396300/500000: loss: 131.603
training... 396400/500000: loss: 135.964
training... 396500/500000: loss: 126.773
training... 396600/500000: loss: 130.692
training... 396700/500000: loss: 123.070
training... 396800/500000: loss: 122.007
training... 396900/500000: loss: 132.235
training... 397000/500000: loss: 119.966
training... 397100/500000: loss: 125.817
training... 397200/500000: loss: 130.708
training... 397300/500000: loss: 133.194
training... 397400/500000: loss: 132.706
training... 397500/500000: loss: 133.679
training... 397600/500000: loss: 133.269
training... 397700/500000: loss: 136.111
training... 397800/500000: loss: 131.430
training... 397900/500000: loss: 129.552
training... 398000/500000: loss: 129.854
training... 398100/500000: loss: 123.882
training... 398200/500000: loss: 130.564
training... 398300/500000: loss: 134.815
training... 398400/500000: loss: 137.566
training... 398500/500000: loss: 130.512
training... 398600/500000: loss: 134.411
training... 398700/500000: loss: 129.745
training... 398800/500000: loss: 129.239
training... 398900/500000: loss: 129.684
training... 399000/500000: loss: 124.156
training... 399100/500000: loss: 134.484
training... 399200/500000: loss: 137.243
training... 399300/500000: loss: 119.238
training... 399400/500000: loss: 131.140
training... 399500/500000: loss: 124.410
training... 399600/500000: loss: 122.839
training... 399700/500000: loss: 130.777
training... 399800/500000: loss: 134.093
training... 399900/500000: loss: 127.684
training... 400000/500000: loss: 143.489
training... 400100/500000: loss: 122.489
training... 400200/500000: loss: 135.048
training... 400300/500000: loss: 119.285
training... 400400/500000: loss: 134.291
training... 400500/500000: loss: 139.858
training... 400600/500000: loss: 132.333
training... 400700/500000: loss: 127.403
training... 400800/500000: loss: 134.363
training... 400900/500000: loss: 129.252
training... 401000/500000: loss: 122.949
training... 401100/500000: loss: 132.704
training... 401200/500000: loss: 128.765
training... 401300/500000: loss: 122.066
training... 401400/500000: loss: 131.165
training... 401500/500000: loss: 125.676
training... 401600/500000: loss: 127.224
training... 401700/500000: loss: 136.102
training... 401800/500000: loss: 127.359
training... 401900/500000: loss: 133.204
training... 402000/500000: loss: 131.608
training... 402100/500000: loss: 129.379
training... 402200/500000: loss: 130.545
training... 402300/500000: loss: 134.643
training... 402400/500000: loss: 132.107
training... 402500/500000: loss: 122.054
training... 402600/500000: loss: 122.727
training... 402700/500000: loss: 126.809
training... 402800/500000: loss: 135.508
training... 402900/500000: loss: 121.549
training... 403000/500000: loss: 130.175
training... 403100/500000: loss: 123.441
training... 403200/500000: loss: 136.269
training... 403300/500000: loss: 129.515
training... 403400/500000: loss: 127.898
training... 403500/500000: loss: 131.195
training... 403600/500000: loss: 141.417
training... 403700/500000: loss: 128.673
training... 403800/500000: loss: 126.358
training... 403900/500000: loss: 128.909
training... 404000/500000: loss: 130.808
training... 404100/500000: loss: 127.437
training... 404200/500000: loss: 122.553
training... 404300/500000: loss: 136.776
training... 404400/500000: loss: 129.460
training... 404500/500000: loss: 125.024
training... 404600/500000: loss: 127.060
training... 404700/500000: loss: 130.304
training... 404800/500000: loss: 131.968
training... 404900/500000: loss: 129.982
training... 405000/500000: loss: 132.763
training... 405100/500000: loss: 130.189
training... 405200/500000: loss: 125.854
training... 405300/500000: loss: 124.866
training... 405400/500000: loss: 131.676
training... 405500/500000: loss: 131.983
training... 405600/500000: loss: 120.985
training... 405700/500000: loss: 129.003
training... 405800/500000: loss: 119.352
training... 405900/500000: loss: 132.424
training... 406000/500000: loss: 128.967
training... 406100/500000: loss: 129.495
training... 406200/500000: loss: 129.101
training... 406300/500000: loss: 120.211
training... 406400/500000: loss: 133.319
training... 406500/500000: loss: 126.926
training... 406600/500000: loss: 130.163
training... 406700/500000: loss: 127.985
training... 406800/500000: loss: 124.961
training... 406900/500000: loss: 129.250
training... 407000/500000: loss: 124.457
training... 407100/500000: loss: 137.680
training... 407200/500000: loss: 123.288
training... 407300/500000: loss: 136.689
training... 407400/500000: loss: 131.894
training... 407500/500000: loss: 139.214
training... 407600/500000: loss: 128.234
training... 407700/500000: loss: 122.885
training... 407800/500000: loss: 130.699
training... 407900/500000: loss: 133.097
training... 408000/500000: loss: 132.577
training... 408100/500000: loss: 134.038
training... 408200/500000: loss: 134.440
training... 408300/500000: loss: 135.614
training... 408400/500000: loss: 134.934
training... 408500/500000: loss: 130.262
training... 408600/500000: loss: 128.230
training... 408700/500000: loss: 121.231
training... 408800/500000: loss: 129.896
training... 408900/500000: loss: 125.845
training... 409000/500000: loss: 130.240
training... 409100/500000: loss: 126.539
training... 409200/500000: loss: 123.373
training... 409300/500000: loss: 121.031
training... 409400/500000: loss: 130.904
training... 409500/500000: loss: 124.755
training... 409600/500000: loss: 131.466
training... 409700/500000: loss: 129.765
training... 409800/500000: loss: 136.087
training... 409900/500000: loss: 115.184
training... 410000/500000: loss: 127.521
training... 410100/500000: loss: 126.078
training... 410200/500000: loss: 133.018
training... 410300/500000: loss: 115.399
training... 410400/500000: loss: 122.502
training... 410500/500000: loss: 131.031
training... 410600/500000: loss: 128.516
training... 410700/500000: loss: 125.411
training... 410800/500000: loss: 127.651
training... 410900/500000: loss: 138.685
training... 411000/500000: loss: 145.240
training... 411100/500000: loss: 136.583
training... 411200/500000: loss: 126.507
training... 411300/500000: loss: 132.444
training... 411400/500000: loss: 127.717
training... 411500/500000: loss: 129.339
training... 411600/500000: loss: 128.680
training... 411700/500000: loss: 137.698
training... 411800/500000: loss: 127.880
training... 411900/500000: loss: 131.740
training... 412000/500000: loss: 123.863
training... 412100/500000: loss: 132.754
training... 412200/500000: loss: 137.356
training... 412300/500000: loss: 134.710
training... 412400/500000: loss: 135.616
training... 412500/500000: loss: 123.758
training... 412600/500000: loss: 125.414
training... 412700/500000: loss: 125.499
training... 412800/500000: loss: 130.186
training... 412900/500000: loss: 126.930
training... 413000/500000: loss: 132.923
training... 413100/500000: loss: 120.185
training... 413200/500000: loss: 133.375
training... 413300/500000: loss: 127.994
training... 413400/500000: loss: 122.542
training... 413500/500000: loss: 123.922
training... 413600/500000: loss: 138.871
training... 413700/500000: loss: 126.546
training... 413800/500000: loss: 128.396
training... 413900/500000: loss: 118.043
training... 414000/500000: loss: 137.637
training... 414100/500000: loss: 123.337
training... 414200/500000: loss: 126.093
training... 414300/500000: loss: 124.711
training... 414400/500000: loss: 123.421
training... 414500/500000: loss: 126.307
training... 414600/500000: loss: 128.505
training... 414700/500000: loss: 130.899
training... 414800/500000: loss: 127.942
training... 414900/500000: loss: 125.133
training... 415000/500000: loss: 132.880
training... 415100/500000: loss: 137.296
training... 415200/500000: loss: 134.884
training... 415300/500000: loss: 129.394
training... 415400/500000: loss: 128.800
training... 415500/500000: loss: 128.347
training... 415600/500000: loss: 127.677
training... 415700/500000: loss: 131.567
training... 415800/500000: loss: 123.008
training... 415900/500000: loss: 120.011
training... 416000/500000: loss: 127.208
training... 416100/500000: loss: 125.849
training... 416200/500000: loss: 125.288
training... 416300/500000: loss: 131.734
training... 416400/500000: loss: 123.138
training... 416500/500000: loss: 131.588
training... 416600/500000: loss: 129.948
training... 416700/500000: loss: 131.484
training... 416800/500000: loss: 125.234
training... 416900/500000: loss: 131.579
training... 417000/500000: loss: 129.878
training... 417100/500000: loss: 137.616
training... 417200/500000: loss: 126.783
training... 417300/500000: loss: 119.558
training... 417400/500000: loss: 124.857
training... 417500/500000: loss: 132.228
training... 417600/500000: loss: 131.717
training... 417700/500000: loss: 127.096
training... 417800/500000: loss: 114.133
training... 417900/500000: loss: 121.141
training... 418000/500000: loss: 132.982
training... 418100/500000: loss: 133.446
training... 418200/500000: loss: 125.471
training... 418300/500000: loss: 125.584
training... 418400/500000: loss: 125.082
training... 418500/500000: loss: 134.102
training... 418600/500000: loss: 116.077
training... 418700/500000: loss: 126.784
training... 418800/500000: loss: 130.032
training... 418900/500000: loss: 129.795
training... 419000/500000: loss: 130.326
training... 419100/500000: loss: 125.643
training... 419200/500000: loss: 129.668
training... 419300/500000: loss: 128.243
training... 419400/500000: loss: 120.696
training... 419500/500000: loss: 130.060
training... 419600/500000: loss: 122.425
training... 419700/500000: loss: 132.679
training... 419800/500000: loss: 118.919
training... 419900/500000: loss: 126.588
training... 420000/500000: loss: 124.916
training... 420100/500000: loss: 130.737
training... 420200/500000: loss: 134.080
training... 420300/500000: loss: 125.609
training... 420400/500000: loss: 118.132
training... 420500/500000: loss: 135.110
training... 420600/500000: loss: 135.259
training... 420700/500000: loss: 128.858
training... 420800/500000: loss: 128.989
training... 420900/500000: loss: 137.644
training... 421000/500000: loss: 125.952
training... 421100/500000: loss: 135.667
training... 421200/500000: loss: 130.434
training... 421300/500000: loss: 133.393
training... 421400/500000: loss: 126.374
training... 421500/500000: loss: 127.686
training... 421600/500000: loss: 128.949
training... 421700/500000: loss: 134.840
training... 421800/500000: loss: 139.210
training... 421900/500000: loss: 133.770
training... 422000/500000: loss: 125.704
training... 422100/500000: loss: 125.997
training... 422200/500000: loss: 134.752
training... 422300/500000: loss: 121.544
training... 422400/500000: loss: 135.012
training... 422500/500000: loss: 131.131
training... 422600/500000: loss: 124.940
training... 422700/500000: loss: 136.695
training... 422800/500000: loss: 133.244
training... 422900/500000: loss: 125.661
training... 423000/500000: loss: 136.021
training... 423100/500000: loss: 126.162
training... 423200/500000: loss: 130.213
training... 423300/500000: loss: 126.160
training... 423400/500000: loss: 136.468
training... 423500/500000: loss: 128.025
training... 423600/500000: loss: 127.786
training... 423700/500000: loss: 117.733
training... 423800/500000: loss: 130.078
training... 423900/500000: loss: 123.101
training... 424000/500000: loss: 133.539
training... 424100/500000: loss: 124.812
training... 424200/500000: loss: 134.319
training... 424300/500000: loss: 141.728
training... 424400/500000: loss: 132.556
training... 424500/500000: loss: 121.454
training... 424600/500000: loss: 129.530
training... 424700/500000: loss: 120.382
training... 424800/500000: loss: 127.220
training... 424900/500000: loss: 121.846
training... 425000/500000: loss: 123.210
training... 425100/500000: loss: 120.151
training... 425200/500000: loss: 128.860
training... 425300/500000: loss: 125.111
training... 425400/500000: loss: 131.353
training... 425500/500000: loss: 125.409
training... 425600/500000: loss: 136.170
training... 425700/500000: loss: 122.384
training... 425800/500000: loss: 138.215
training... 425900/500000: loss: 136.757
training... 426000/500000: loss: 128.231
training... 426100/500000: loss: 126.908
training... 426200/500000: loss: 126.822
training... 426300/500000: loss: 122.076
training... 426400/500000: loss: 122.882
training... 426500/500000: loss: 135.320
training... 426600/500000: loss: 128.359
training... 426700/500000: loss: 135.385
training... 426800/500000: loss: 132.095
training... 426900/500000: loss: 133.536
training... 427000/500000: loss: 132.530
training... 427100/500000: loss: 124.391
training... 427200/500000: loss: 129.859
training... 427300/500000: loss: 125.168
training... 427400/500000: loss: 124.021
training... 427500/500000: loss: 126.737
training... 427600/500000: loss: 127.559
training... 427700/500000: loss: 122.607
training... 427800/500000: loss: 119.467
training... 427900/500000: loss: 137.642
training... 428000/500000: loss: 138.707
training... 428100/500000: loss: 129.821
training... 428200/500000: loss: 130.883
training... 428300/500000: loss: 118.265
training... 428400/500000: loss: 120.941
training... 428500/500000: loss: 134.388
training... 428600/500000: loss: 127.580
training... 428700/500000: loss: 140.090
training... 428800/500000: loss: 123.820
training... 428900/500000: loss: 123.810
training... 429000/500000: loss: 125.935
training... 429100/500000: loss: 123.450
training... 429200/500000: loss: 128.906
training... 429300/500000: loss: 126.318
training... 429400/500000: loss: 123.610
training... 429500/500000: loss: 126.985
training... 429600/500000: loss: 136.763
training... 429700/500000: loss: 127.963
training... 429800/500000: loss: 119.670
training... 429900/500000: loss: 135.127
training... 430000/500000: loss: 120.935
training... 430100/500000: loss: 130.333
training... 430200/500000: loss: 125.788
training... 430300/500000: loss: 132.566
training... 430400/500000: loss: 126.112
training... 430500/500000: loss: 127.986
training... 430600/500000: loss: 132.753
training... 430700/500000: loss: 128.418
training... 430800/500000: loss: 125.131
training... 430900/500000: loss: 132.476
training... 431000/500000: loss: 127.954
training... 431100/500000: loss: 122.192
training... 431200/500000: loss: 130.599
training... 431300/500000: loss: 130.677
training... 431400/500000: loss: 127.748
training... 431500/500000: loss: 127.700
training... 431600/500000: loss: 134.400
training... 431700/500000: loss: 130.726
training... 431800/500000: loss: 134.115
training... 431900/500000: loss: 127.918
training... 432000/500000: loss: 123.063
training... 432100/500000: loss: 132.771
training... 432200/500000: loss: 122.106
training... 432300/500000: loss: 134.883
training... 432400/500000: loss: 139.208
training... 432500/500000: loss: 131.683
training... 432600/500000: loss: 123.679
training... 432700/500000: loss: 131.084
training... 432800/500000: loss: 127.349
training... 432900/500000: loss: 123.920
training... 433000/500000: loss: 123.258
training... 433100/500000: loss: 122.623
training... 433200/500000: loss: 124.167
training... 433300/500000: loss: 123.782
training... 433400/500000: loss: 132.433
training... 433500/500000: loss: 133.917
training... 433600/500000: loss: 129.711
training... 433700/500000: loss: 126.150
training... 433800/500000: loss: 121.875
training... 433900/500000: loss: 131.218
training... 434000/500000: loss: 131.292
training... 434100/500000: loss: 131.294
training... 434200/500000: loss: 124.979
training... 434300/500000: loss: 121.443
training... 434400/500000: loss: 127.810
training... 434500/500000: loss: 123.311
training... 434600/500000: loss: 123.232
training... 434700/500000: loss: 122.744
training... 434800/500000: loss: 137.786
training... 434900/500000: loss: 123.410
training... 435000/500000: loss: 123.155
training... 435100/500000: loss: 140.211
training... 435200/500000: loss: 135.177
training... 435300/500000: loss: 135.190
training... 435400/500000: loss: 131.357
training... 435500/500000: loss: 133.017
training... 435600/500000: loss: 132.699
training... 435700/500000: loss: 125.816
training... 435800/500000: loss: 118.534
training... 435900/500000: loss: 127.916
training... 436000/500000: loss: 131.920
training... 436100/500000: loss: 135.691
training... 436200/500000: loss: 128.294
training... 436300/500000: loss: 124.614
training... 436400/500000: loss: 128.580
training... 436500/500000: loss: 122.181
training... 436600/500000: loss: 129.175
training... 436700/500000: loss: 126.896
training... 436800/500000: loss: 127.552
training... 436900/500000: loss: 129.692
training... 437000/500000: loss: 122.405
training... 437100/500000: loss: 127.872
training... 437200/500000: loss: 129.214
training... 437300/500000: loss: 131.224
training... 437400/500000: loss: 129.109
training... 437500/500000: loss: 138.122
training... 437600/500000: loss: 128.010
training... 437700/500000: loss: 130.257
training... 437800/500000: loss: 128.238
training... 437900/500000: loss: 132.033
training... 438000/500000: loss: 123.134
training... 438100/500000: loss: 123.819
training... 438200/500000: loss: 123.949
training... 438300/500000: loss: 135.099
training... 438400/500000: loss: 142.037
training... 438500/500000: loss: 130.543
training... 438600/500000: loss: 141.611
training... 438700/500000: loss: 132.147
training... 438800/500000: loss: 125.250
training... 438900/500000: loss: 132.561
training... 439000/500000: loss: 130.300
training... 439100/500000: loss: 124.662
training... 439200/500000: loss: 125.521
training... 439300/500000: loss: 130.014
training... 439400/500000: loss: 133.061
training... 439500/500000: loss: 128.472
training... 439600/500000: loss: 117.700
training... 439700/500000: loss: 132.284
training... 439800/500000: loss: 136.813
training... 439900/500000: loss: 123.619
training... 440000/500000: loss: 126.464
training... 440100/500000: loss: 129.348
training... 440200/500000: loss: 134.301
training... 440300/500000: loss: 126.436
training... 440400/500000: loss: 128.417
training... 440500/500000: loss: 131.553
training... 440600/500000: loss: 120.656
training... 440700/500000: loss: 126.037
training... 440800/500000: loss: 126.087
training... 440900/500000: loss: 132.249
training... 441000/500000: loss: 123.479
training... 441100/500000: loss: 129.605
training... 441200/500000: loss: 131.643
training... 441300/500000: loss: 120.293
training... 441400/500000: loss: 126.933
training... 441500/500000: loss: 131.553
training... 441600/500000: loss: 129.992
training... 441700/500000: loss: 134.002
training... 441800/500000: loss: 123.477
training... 441900/500000: loss: 119.638
training... 442000/500000: loss: 123.598
training... 442100/500000: loss: 123.629
training... 442200/500000: loss: 128.736
training... 442300/500000: loss: 129.838
training... 442400/500000: loss: 127.412
training... 442500/500000: loss: 137.580
training... 442600/500000: loss: 127.309
training... 442700/500000: loss: 136.180
training... 442800/500000: loss: 122.057
training... 442900/500000: loss: 129.640
training... 443000/500000: loss: 127.046
training... 443100/500000: loss: 129.543
training... 443200/500000: loss: 129.521
training... 443300/500000: loss: 132.689
training... 443400/500000: loss: 118.732
training... 443500/500000: loss: 123.606
training... 443600/500000: loss: 131.487
training... 443700/500000: loss: 125.093
training... 443800/500000: loss: 125.898
training... 443900/500000: loss: 128.301
training... 444000/500000: loss: 125.706
training... 444100/500000: loss: 128.256
training... 444200/500000: loss: 123.722
training... 444300/500000: loss: 126.481
training... 444400/500000: loss: 121.262
training... 444500/500000: loss: 133.020
training... 444600/500000: loss: 120.997
training... 444700/500000: loss: 124.652
training... 444800/500000: loss: 122.267
training... 444900/500000: loss: 136.529
training... 445000/500000: loss: 119.723
training... 445100/500000: loss: 129.079
training... 445200/500000: loss: 125.262
training... 445300/500000: loss: 136.320
training... 445400/500000: loss: 127.599
training... 445500/500000: loss: 128.840
training... 445600/500000: loss: 136.151
training... 445700/500000: loss: 125.590
training... 445800/500000: loss: 123.414
training... 445900/500000: loss: 130.647
training... 446000/500000: loss: 124.674
training... 446100/500000: loss: 117.945
training... 446200/500000: loss: 132.380
training... 446300/500000: loss: 133.787
training... 446400/500000: loss: 134.308
training... 446500/500000: loss: 119.788
training... 446600/500000: loss: 129.500
training... 446700/500000: loss: 124.805
training... 446800/500000: loss: 130.959
training... 446900/500000: loss: 127.474
training... 447000/500000: loss: 122.284
training... 447100/500000: loss: 125.998
training... 447200/500000: loss: 129.949
training... 447300/500000: loss: 121.064
training... 447400/500000: loss: 127.005
training... 447500/500000: loss: 122.034
training... 447600/500000: loss: 125.803
training... 447700/500000: loss: 121.433
training... 447800/500000: loss: 133.730
training... 447900/500000: loss: 127.459
training... 448000/500000: loss: 119.356
training... 448100/500000: loss: 129.648
training... 448200/500000: loss: 129.126
training... 448300/500000: loss: 131.948
training... 448400/500000: loss: 125.535
training... 448500/500000: loss: 117.983
training... 448600/500000: loss: 121.953
training... 448700/500000: loss: 129.934
training... 448800/500000: loss: 123.180
training... 448900/500000: loss: 119.531
training... 449000/500000: loss: 127.544
training... 449100/500000: loss: 126.169
training... 449200/500000: loss: 123.429
training... 449300/500000: loss: 132.997
training... 449400/500000: loss: 126.507
training... 449500/500000: loss: 129.451
training... 449600/500000: loss: 136.506
training... 449700/500000: loss: 127.569
training... 449800/500000: loss: 122.143
training... 449900/500000: loss: 118.858
training... 450000/500000: loss: 122.278
training... 450100/500000: loss: 133.189
training... 450200/500000: loss: 124.603
training... 450300/500000: loss: 122.160
training... 450400/500000: loss: 118.885
training... 450500/500000: loss: 126.250
training... 450600/500000: loss: 128.089
training... 450700/500000: loss: 119.391
training... 450800/500000: loss: 126.999
training... 450900/500000: loss: 124.442
training... 451000/500000: loss: 124.286
training... 451100/500000: loss: 123.116
training... 451200/500000: loss: 129.616
training... 451300/500000: loss: 119.400
training... 451400/500000: loss: 129.007
training... 451500/500000: loss: 125.365
training... 451600/500000: loss: 129.420
training... 451700/500000: loss: 123.599
training... 451800/500000: loss: 128.947
training... 451900/500000: loss: 136.942
training... 452000/500000: loss: 122.492
training... 452100/500000: loss: 128.015
training... 452200/500000: loss: 129.108
training... 452300/500000: loss: 121.842
training... 452400/500000: loss: 125.751
training... 452500/500000: loss: 131.418
training... 452600/500000: loss: 122.587
training... 452700/500000: loss: 132.621
training... 452800/500000: loss: 132.952
training... 452900/500000: loss: 127.758
training... 453000/500000: loss: 126.056
training... 453100/500000: loss: 119.639
training... 453200/500000: loss: 129.856
training... 453300/500000: loss: 131.900
training... 453400/500000: loss: 125.569
training... 453500/500000: loss: 129.308
training... 453600/500000: loss: 133.232
training... 453700/500000: loss: 129.616
training... 453800/500000: loss: 128.613
training... 453900/500000: loss: 125.063
training... 454000/500000: loss: 123.563
training... 454100/500000: loss: 124.541
training... 454200/500000: loss: 118.971
training... 454300/500000: loss: 122.172
training... 454400/500000: loss: 129.289
training... 454500/500000: loss: 122.927
training... 454600/500000: loss: 126.714
training... 454700/500000: loss: 125.559
training... 454800/500000: loss: 117.074
training... 454900/500000: loss: 120.931
training... 455000/500000: loss: 128.144
training... 455100/500000: loss: 128.219
training... 455200/500000: loss: 133.917
training... 455300/500000: loss: 130.461
training... 455400/500000: loss: 127.225
training... 455500/500000: loss: 127.410
training... 455600/500000: loss: 124.640
training... 455700/500000: loss: 129.659
training... 455800/500000: loss: 130.854
training... 455900/500000: loss: 125.978
training... 456000/500000: loss: 123.205
training... 456100/500000: loss: 119.978
training... 456200/500000: loss: 132.204
training... 456300/500000: loss: 121.677
training... 456400/500000: loss: 128.837
training... 456500/500000: loss: 128.303
training... 456600/500000: loss: 131.074
training... 456700/500000: loss: 129.423
training... 456800/500000: loss: 132.322
training... 456900/500000: loss: 120.033
training... 457000/500000: loss: 127.533
training... 457100/500000: loss: 130.470
training... 457200/500000: loss: 127.440
training... 457300/500000: loss: 126.901
training... 457400/500000: loss: 127.593
training... 457500/500000: loss: 126.245
training... 457600/500000: loss: 132.710
training... 457700/500000: loss: 126.643
training... 457800/500000: loss: 118.312
training... 457900/500000: loss: 123.954
training... 458000/500000: loss: 125.957
training... 458100/500000: loss: 119.456
training... 458200/500000: loss: 127.339
training... 458300/500000: loss: 129.432
training... 458400/500000: loss: 122.984
training... 458500/500000: loss: 127.309
training... 458600/500000: loss: 128.227
training... 458700/500000: loss: 124.949
training... 458800/500000: loss: 121.715
training... 458900/500000: loss: 126.420
training... 459000/500000: loss: 126.617
training... 459100/500000: loss: 132.751
training... 459200/500000: loss: 126.724
training... 459300/500000: loss: 129.189
training... 459400/500000: loss: 126.849
training... 459500/500000: loss: 135.205
training... 459600/500000: loss: 122.265
training... 459700/500000: loss: 128.910
training... 459800/500000: loss: 128.239
training... 459900/500000: loss: 127.082
training... 460000/500000: loss: 123.916
training... 460100/500000: loss: 123.963
training... 460200/500000: loss: 123.825
training... 460300/500000: loss: 132.570
training... 460400/500000: loss: 124.665
training... 460500/500000: loss: 126.246
training... 460600/500000: loss: 128.521
training... 460700/500000: loss: 126.087
training... 460800/500000: loss: 130.905
training... 460900/500000: loss: 133.133
training... 461000/500000: loss: 128.111
training... 461100/500000: loss: 129.272
training... 461200/500000: loss: 124.193
training... 461300/500000: loss: 129.149
training... 461400/500000: loss: 130.849
training... 461500/500000: loss: 128.487
training... 461600/500000: loss: 126.769
training... 461700/500000: loss: 123.235
training... 461800/500000: loss: 134.618
training... 461900/500000: loss: 132.265
training... 462000/500000: loss: 131.753
training... 462100/500000: loss: 131.894
training... 462200/500000: loss: 129.358
training... 462300/500000: loss: 128.228
training... 462400/500000: loss: 129.353
training... 462500/500000: loss: 128.087
training... 462600/500000: loss: 130.004
training... 462700/500000: loss: 128.175
training... 462800/500000: loss: 117.821
training... 462900/500000: loss: 127.456
training... 463000/500000: loss: 120.153
training... 463100/500000: loss: 128.731
training... 463200/500000: loss: 141.375
training... 463300/500000: loss: 130.319
training... 463400/500000: loss: 125.563
training... 463500/500000: loss: 122.943
training... 463600/500000: loss: 127.888
training... 463700/500000: loss: 130.566
training... 463800/500000: loss: 131.312
training... 463900/500000: loss: 118.968
training... 464000/500000: loss: 128.794
training... 464100/500000: loss: 128.953
training... 464200/500000: loss: 112.648
training... 464300/500000: loss: 132.666
training... 464400/500000: loss: 115.933
training... 464500/500000: loss: 130.632
training... 464600/500000: loss: 123.583
training... 464700/500000: loss: 126.241
training... 464800/500000: loss: 125.427
training... 464900/500000: loss: 124.201
training... 465000/500000: loss: 121.013
training... 465100/500000: loss: 117.163
training... 465200/500000: loss: 137.000
training... 465300/500000: loss: 129.173
training... 465400/500000: loss: 130.559
training... 465500/500000: loss: 127.596
training... 465600/500000: loss: 133.535
training... 465700/500000: loss: 124.537
